ï»¿Institution,Team Number,City,State/Province,Country,Advisor,Problem,Ranking
Yunnan Normal University,32409,Kunming,Yunnan Province,China,Baoyun Wang,B,Successful Participant
Yunnan Normal University,32410,Kunming,Yunnan Province,China,Baoyun Wang,A,Successful Participant
Wuhan University,32411,Wuhan,Hubei,China,Yang Wu,B,Successful Participant
Shanghai Jiao Tong University,32412,shanghai,shanghai,China,xiaomin wang,D,Successful Participant
Yunnan Normal University,32413,Kunming,Yunnan Province,China,Baoyun Wang,A,Successful Participant
the city college of jilin jianzhu university,32414,Changchun City,jilin,China,qian wang,A,Successful Participant
Yunnan Normal University,32415,Kunming,Yunnan Province,China,Baoyun Wang,A,Successful Participant
Sun Yat-Sen University,32416,Guangzhou,Guangdong,China,Qinghui Zhang,C,Successful Participant
Beijing University of Technology,32417,Beijing,Beijing,China,Yi Xue,C,Honorable Mention
Southwestern University of Finance and Economics,32418,ChengDu,Wenjiang,China,Tiefeng Ma,A,Successful Participant
Hainan University,32419,Haikou,Hainan,China,Xingming Shu,A,Successful Participant
Tongji University,32420,shanghai,shanghai,China,jialiang Xiang,D,Honorable Mention
Taiyuan University,32421,jinzhong,shanxi,China,Li Sun,B,Honorable Mention
Sun Yat-Sen University,32422,Guangzhou,Guangdong,China,Zhujun Fan,A,Successful Participant
University of International Business and Economics,32423,Beijing,China,China,Wenyi Chai,B,Honorable Mention
Shanghai Jiao Tong University,32424,shanghai,shanghai,China,xiaomin wang,A,Honorable Mention
Dalian Institute of Science and Technology,32425,Dalian,Liaoning,China,Jinping Jia,A,Successful Participant
Inner Mongolia Agricultural University,32426,Hohhot,,China,Jun Zhang,D,Honorable Mention
Dalian Institute of Science and Technology,32427,Dalian,Liaoning,China,Jinping Jia,A,Successful Participant
Dalian Institute of Science and Technology,32428,Dalian,Liaoning,China,Jinping Jia,B,Successful Participant
Dalian Institute of Science and Technology,32429,Dalian,Liaoning,China,Jinping Jia,A,Successful Participant
Dongbei University of Finance and Economics,32430,Dalian,Liaoning Province,China,Qingquan Wang,A,Honorable Mention
Dalian Institute of Science and Technology,32431,Dalian,Liaoning,China,Jinping Jia,B,Successful Participant
East China Normal University,32432,Shanghai,Shanghai,China,Yongming Liu,B,Honorable Mention
University of International Business and Economics,32433,Beijing,Beijing,China,Lizhuo ZHANG,A,Honorable Mention
Shanxi University,32434,"Taiyuan,Shanxi",,China,Xiaoqin Zhang,A,Successful Participant
Beihang Univeristy,32435,Beijing,Beijing,China,Zengchang Qin,C,Successful Participant
University of International Business and Economy,32436,Beijing,Chaoyang,China,Bing Li,A,Meritorious
Southwestern University of Finance and Economics,32437,Chengdu,Sichuan,China,Dai Dai,A,Honorable Mention
University of International Business and Economics of China,32438,Beijing,,China,Jianfen Feng,A,Honorable Mention
Shanxi University,32439,"Taiyuan,Shanxi",,China,Guozhen Zhang,A,Honorable Mention
Capital University of Economics and Business,32440,Beijing,,China,Jiangrong Chen,A,Successful Participant
Capital University of Economics and Business,32441,Beijing,,China,Jiangrong Chen,B,Successful Participant
Capital University of Economics and Business,32442,Beijing,,China,Jiangrong Chen,A,Honorable Mention
Capital University of Economics and Business,32443,Beijing,,China,Jiangrong Chen,A,Successful Participant
Capital University of Economics and Business,32444,Beijing,,China,Jiangrong Chen,A,Honorable Mention
Capital University of Economics and Business,32446,Beijing,,China,Jiangrong Chen,B,Successful Participant
Shanghai Universtiy of Finance and Economics,32447,Shanghai,,China,Chengdong Dong,A,Successful Participant
University of International Business and Economics,32448,Beijing,Beijing,China,Weiyong Yang,A,Honorable Mention
Undergraduate course,32450,Xi'an,Shan Xi,China,Yong Wang,A,Successful Participant
Tongji University,32451,shanghai,shanghai,China,Guoqing Yang,B,Successful Participant
Hefei No.8 high school,32452,Hefei,Anhui,China,Mengping Tao,A,Successful Participant
University of International Business and Economics,32453,Beijing,Beijing,China,Ying Liu,D,Successful Participant
University of International Business and Economics,32454,Beijing,Beijing,China,Mingming Wang,A,Successful Participant
Sun Yat-Sen University,32455,Guangzhou,Guangdong,China,Zhujun Fan,A,Successful Participant
Southwestern University of Finance and Economics,32456,Chengdu,Sichuan,China,dai DAI,A,Successful Participant
RENMIN UNIVERSITY of CHINA,32457,Beijing,China,China,Ting Li,A,Successful Participant
East China Normal University,32458,Shanghai,,China,Yuqiang Li,A,Honorable Mention
Sun Yat-Sen University,32459,Guangzhou,Guangdong,China,Weiqi Luo,A,Honorable Mention
Dalian Institute of Science and Technology,32460,Dalian,Liaoning,China,Jinping Jia,B,Successful Participant
Sun Yat-Sen University,32461,Guangzhou,Guangdong,China,Guocan Feng,A,Successful Participant
Beijing Normal University,32462,Beijing,Beijing,China,Yungang Wei,C,Honorable Mention
University of International Business and Economics,32463,Beijing,,China,HaiYun Zhang,D,Successful Participant
University of International Business and Economics,32464,Beijing,,China,Mingxi Wang,D,Honorable Mention
BeiJing University Of Post And Telecommunication,32466,Beijing,Beijing,China,Bin Wu,B,Meritorious
"School of Reliability and Systems Engineering,Beihang University",32467,Beijing,Beijing,China,Xiaobing Ma,B,Honorable Mention
University of International Business and Economics,32468,Beijing,Beijing,China,JUN-YI ZHENG,B,Honorable Mention
University of International Business and Economics,32469,Beijing,Beijing,China,Yasheng Zou,A,Successful Participant
Communication University of China,32470,Beijing,,China,FANRUILIN ZENG,D,Meritorious
Sun Yat-sen University,32471,Guangzhou,Guangdong,China,Haizhang Zhang,A,Successful Participant
Fudan University,32472,Shanghai,,China,Zhijie Cai,A,Honorable Mention
Civil Aviation University of China,32473,Tianjin,,China,Shuangbao Li,A,Honorable Mention
UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,32474,Hefei,Anhui,China,fang yi,A,Meritorious
BNU-HKBU United International College,32475,Zhuhai,Guangdong,China,Ming Ying Lisa Chu,A,Successful Participant
BNU-HKBU United International College,32476,Zhuhai,Guangdong,China,Ming Ying Lisa Chu,A,Successful Participant
BNU-HKBU United International College,32477,Zhuhai,Guangdong,China,Ming Ying Lisa Chu,A,Successful Participant
"College of Science, Northeastern University, China",32478,Shenyang,Liaoning,China,Guisong Chang,D,Honorable Mention
Zhejiang University,32479,Hangzhou,Zhejiang,China,Xianliang Hu,A,Successful Participant
Southwestern University of Finance and Economics,32480,chengdu,sichuan,China,Sun yunlong,B,Finalist
Shanghai Jiao Tong University,32481,Shanghai,,China,Yuehui Zhang,A,Successful Participant
Southwestern University of Finance and Economics,32482,chengdu,sichuan,China,yunlong sun,B,Honorable Mention
Southeast University,32483,NANJING,JIANGSU,China,Jijun Liu,A,Successful Participant
University of International Business and Economics,32484,BEIJING,BEIJING,China,Bing Li,A,Successful Participant
BeiJing University Of Post And Telecommunication,32485,Beijing,beijing,China,lin zhang,A,Honorable Mention
University of International Business and Economics,32486,Beijing,,China,Yuantao Xie,D,Successful Participant
University of International Business and Economics,32487,Beijing,Asia,China,Mingming Wang,D,Honorable Mention
Wuhan University,32488,Wuhan,Hubei,China,Sheng Chang,A,Meritorious
Xiamen University,32489,Xiamen,Fujian,China,Weifen Zhuang,D,Successful Participant
Fudan University,32490,Shanghai,,China,Zhijie Cai,A,Meritorious
South-Central University for Nationalities,32491,Wu han,Hu bei,China,Junhao Hu,A,Honorable Mention
South-Central University for Nationalities,32492,Wu han,Hu bei,China,Junhao Hu,A,Successful Participant
University of Internetional Business and Economics,32493,Beijing,,China,LIQI JIANG,D,Honorable Mention
Shanghai University of Financial & Economics,32494,Shanghai,,China,KE WANG,A,Honorable Mention
East China Normal University,32495,Shanghai,,China,Qiang Yao,B,Honorable Mention
Hexi University,32496,Zhangye,Gansu,China,Rujun Wang,A,Successful Participant
Beijing Institute of Technology,32497,Beijing,Beijing,China,Xuewen Li,A,Honorable Mention
University of International Business and Economics,32498,Beijing,Beijing,China,Lizhuo Zhang,C,Honorable Mention
University of International Business and Economics,32499,Beijing,,China,LIXIN LIU,D,Meritorious
Nanjing University,32500,Nanjing,Jiangsu,China,QIANG ZHANG,A,Unsuccessful
University of International Business and Economics,32502,Beijing,Beijing,China,Mingxi Wang,A,Successful Participant
University of International Business and Economics,32503,BEIJING,,China,MINGXI WANG,C,Successful Participant
Beijing Institute of Technology,32504,Beijing,,China,Wang Hongzhou,B,Honorable Mention
Xi'an University of Architecture and Technology,32505,Xi'an,Shaanxi,China,Zongtian Wei,A,Successful Participant
Xi'an University of Architecture and Technology,32506,Xi'an,Shaanxi,China,Zongtian Wei,C,Successful Participant
Donghua university,32507,Shanghai,,China,weihong wang,D,Honorable Mention
Xi'an University of Architecture and Technology,32508,Xi'an,Shaanxi,China,Zongtian Wei,D,Honorable Mention
Xi'an University of Architecture and Technology,32509,Xi'an,Shaanxi,China,Zongtian Wei,D,Honorable Mention
Xi'an University of Architecture and Technology,32510,Xi'an,Shaanxi,China,Zongtian Wei,D,Honorable Mention
Xi'an University of Architecture and Technology,32511,Xi'an,Shaanxi,China,Zongtian Wei,C,Successful Participant
Donghua University,32512,Shanghai,,China,Biao Ma,C,Successful Participant
Donghua University,32513,Shanghai,,China,Biao Ma,B,Successful Participant
University of International Business and Economics,32514,Beijing,Beijing,China,Lizhuo Zhang,A,Honorable Mention
SouthWestern University of Finance and Economics,32515,chengdu,sichuan,China,dai dai,C,Honorable Mention
University of International Business and Economics,32516,Beijing,,China,Yan Li,D,Honorable Mention
Tongji University,32517,Shanghai,Shanghai,China,Meisong Tong,A,Successful Participant
Shanghai Jiao Tong University,32518,shanghai,shanghai,China,xiaomin wang,A,Honorable Mention
Shanghai Jiao Tong University,32519,shanghai,shanghai,China,xiaomin wang,A,Meritorious
University of International Business and Economics,32520,Beijing,Beijing,China,ZhiChao SHAO,A,Honorable Mention
Shanghai Jiao Tong University,32521,shanghai,shanghai,China,xiaomin wang,A,Successful Participant
Shanghai Jiao Tong University,32522,shanghai,shanghai,China,xiaomin wang,A,Meritorious
Shanghai Jiao Tong University,32523,shanghai,shanghai,China,xiaomin wang,B,Successful Participant
University of Shanghai for Science and Technology,32524,Shanghai,Shanghai,China,Guoqing Zhang,B,Successful Participant
Universith of International Business and Economics,32525,Beijing,,China,Dan Tang,A,Successful Participant
Southwest University of Finance and Economics,32526,Chengdu,Sichuan,China,Shaowen Li,D,Meritorious
Tongji University,32527,Shanghai,Shanghai,China,Meisong Tong,A,Successful Participant
Tongji University,32528,Shanghai,Shanghai,China,Meisong Tong,A,Successful Participant
Capital University of Economics and Business,32529,Beijing,,China,Tao Ren,A,Successful Participant
University of International Business and Economics,32530,Beijing,Beijing,China,Jing Xu,D,Successful Participant
Capital University of Economics and Business,32531,Beijing,,China,Tao Ren,D,Honorable Mention
University of Business and Economics,32532,Beijing,Beijing,China,Ying Liu,A,Successful Participant
University of International Business and Economics,32533,Beijing,Beijing,China,Lizhuo Zhang,A,Successful Participant
Capital University of Economics and Business,32534,Beijing,,China,Tao Ren,B,Honorable Mention
Capital University of Economics and Business,32535,Beijing,,China,Tao Ren,A,Successful Participant
Capital University of Economics and Business,32536,Beijing,,China,Tao Ren,A,Successful Participant
Nankai University,32537,Tianjin,Tianjin,China,Chao Wang,A,Successful Participant
Capital University of Economics and Business,32538,Beijing,,China,Tao Ren,B,Successful Participant
University of International Business and Economics,32539,Beijing,Beijing,China,Xiaoyan Zhang,A,Honorable Mention
Capital University of Economics and Business,32540,Beijing,,China,Tao Ren,B,Successful Participant
Capital University of Economics and Business,32541,Beijing,,China,Tao Ren,A,Successful Participant
Capital University of Economics and Business,32542,Beijing,,China,Tao Ren,C,Honorable Mention
Beihang Univeristy,32543,Beijing,Beijing,China,Qin Huang,B,Meritorious
Nanjing University,32544,Nanjing,Jiangsu Province,China,Dong Yang,A,Meritorious
Southwestern University of Finance and Economics,32545,ChengDu,SiChuan,China,Shaowen Li,A,Successful Participant
Cheng Yi College of Jimei University,32546,Xiamen,Fujian,China,Shixiao Xiao,A,Successful Participant
University of International Business and Economics,32547,Beijing,Beijing,China,Dongmei Yang,D,Honorable Mention
University of International Business and Economics,32548,Beijing,,China,Liang Li,A,Successful Participant
USTC,32549,Hefei,Anhui,China,Mei Dong,A,Successful Participant
BeiJing University Of Post And Telecommunication,32550,Beijing,Beijing,China,Jiankui Yang,A,Successful Participant
Chongqing University,32551,Chongqing,Chongqing,China,Xiong Du,A,Honorable Mention
University of International Business and Economics,32552,Beijing,China,China,Yi Xue,D,Honorable Mention
university of international business and economics,32553,Beijing China,Beijing,China,Jing Xu,A,Honorable Mention
"University of International Business and Economics, China",32554,Beijing,Beijing,China,XinHua Jiang,A,Honorable Mention
University of International Business and Economics,32555,Beijing,Beijing,China,Lan Ding,D,Honorable Mention
University of International Business and Economics,32556,Beijing,,China,Xianlin Jiang,B,Successful Participant
Shanghai Jiao Tong University,32557,shanghai,shanghai,China,xiaomin wang,A,Successful Participant
Shanghai Jiao Tong University,32558,shanghai,shanghai,China,xiaomin wang,A,Successful Participant
Shanghai Jiao Tong University,32559,shanghai,shanghai,China,xiaomin wang,A,Honorable Mention
Shanghai Jiao Tong University,32560,shanghai,shanghai,China,xiaomin wang,A,Honorable Mention
Shanghai Jiao Tong University,32561,shanghai,shanghai,China,xiaomin wang,A,Successful Participant
UIBE,32562,Beijing,,China,Xiaoyong Cao,D,Successful Participant
Shanghai Jiao Tong Univeresity,32563,Shanghai,Shanghai,China,Xiaoqun Zhang,D,Honorable Mention
UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS,32564,BEIJING CHINA,BEIJING,China,su yan ling,B,Successful Participant
Nankai University,32565,Tianjin,Tianjin,China,Xiaowei Chen,A,Honorable Mention
Sichuan Uinversity,32566,Chengdu,Sichuan,China,Yongdao Zhou,D,Honorable Mention
Tongji University,32567,Shanghai,,China,Jin Liang,A,Honorable Mention
University of International Business and Economics,32568,BEIJING,,China,chenyang wang,A,Successful Participant
University of International Business and Economics,32569,Beijing,Beijing,China,Tianyi Wang,A,Honorable Mention
Sun Yat-Sen University,32570,Guangzhou,Guangdong,China,Yanhui Li,A,Successful Participant
University of Science and Technology of China,32571,Hefei,Anhui,China,Jian Liu,A,Successful Participant
University of International Business and Economics,32572,Beijing,Beijing,China,Jianye Yan,A,Meritorious
University of International Business and Economics,32573,Beijing,,China,Yuzhuo Zhang,A,Successful Participant
Sun Yat-sen University&Peking University&Peking University,32574,Guangzhou,,China,Zhibing Li,D,Honorable Mention
Southwestern University of Finance and Economics,32575,Chengdu,SiChuan,China,Dongliang Cai,B,Successful Participant
School of Statistics,32576,Beijing,,China,LIZHUO ZHANG,B,Honorable Mention
Tongji University,32577,Shanghai,Shanghai,China,Meisong Tong,A,Successful Participant
Peking University,32578,Beijing,Beijing,China,Xiangzhong Fang,A,Successful Participant
